id,n_docs,n_articles,orphan_docs_total,orphan_docs_name_matched,orphan_docs_truly_missing,orphan_articles,doc_mismatch_articles,unbacked_answer_mentions
935,2,2,,,,,,
936,2,2,58/2007/TT-BTC,,58/2007/TT-BTC,58/2007/TT-BTC|Điều 44,,
937,1,0,,,,,,
938,1,1,12/2012/QH13,12/2012/QH13,,12/2012/QH13|Điều 25,,
939,1,1,,,,,,
940,1,2,,,,,,
941,2,2,,,,,,
942,1,1,,,,,,
943,1,2,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 139;36/2005/QH11|Điều 118,,
944,9,8,109/2004/NĐ-CP;88/2006/NĐ-CP;43/2010/NĐ-CP;78/2015/NĐ-CP;03/2004/TT-BKH;08/2001/TT-BKH;14/2010/TT-BKH,43/2010/NĐ-CP;78/2015/NĐ-CP;14/2010/TT-BKH,109/2004/NĐ-CP;88/2006/NĐ-CP;03/2004/TT-BKH;08/2001/TT-BKH,109/2004/NĐ-CP|Điều 18;88/2006/NĐ-CP|Điều 29;43/2010/NĐ-CP|Điều 38;78/2015/NĐ-CP|Điều 43;168/2025/NĐ-CP|Điều 26;14/2010/TT-BKH|Điều 14,,
945,4,5,10/2012/QH13;35-L/CTN,,10/2012/QH13;35-L/CTN,84/2015/QH13|Điều 43;10/2012/QH13|Điều 144;35-L/CTN|Điều 107,,
946,2,2,59/2020/QH14,59/2020/QH14,,59/2020/QH14|Điều 47,,
947,5,5,168/2025/NĐ-CP;07-TT/ĐKKD;109/2004/NĐ-CP;5019/VBHN-BKHĐT,168/2025/NĐ-CP;5019/VBHN-BKHĐT,07-TT/ĐKKD;109/2004/NĐ-CP,168/2025/NĐ-CP|Điều 41;109/2004/NĐ-CP|Điều 17;5019/VBHN-BKHĐT|Điều 35,,
948,2,3,04/2017/QH14,04/2017/QH14,,04/2017/QH14|Điều 16,,
949,2,2,38/2013/QH13;74/2025/QH15,74/2025/QH15,38/2013/QH13,38/2013/QH13|Điều 33;74/2025/QH15|Điều 24,,
950,4,4,93/2004/TT-BTC;42/2002/TT-BTC,93/2004/TT-BTC;42/2002/TT-BTC,,45/2018/TT-NHNN|Điều 5,,
951,4,4,145/2020/NĐ-CP;35-L/CTN;113/2004/NĐ-CP,113/2004/NĐ-CP,145/2020/NĐ-CP;35-L/CTN,145/2020/NĐ-CP|Điều 80;35-L/CTN|Điều 115;113/2004/NĐ-CP|Điều 15,,145/2020/N
952,3,6,55/2013/NĐ-CP;40/2014/TT-NHNN,,55/2013/NĐ-CP;40/2014/TT-NHNN,55/2013/NĐ-CP|Điều 20;55/2013/NĐ-CP|Điều 15;145/2020/NĐ-CP|Điều 15;40/2014/TT-NHNN|Điều 4;40/2014/TT-NHNN|Điều 7,,
953,2,2,91/2015/QH13;17-HĐBT,,91/2015/QH13;17-HĐBT,91/2015/QH13|Điều 419,,
954,5,7,04/2017/QH14;80/2021/NĐ-CP;56/2009/NĐ-CP;55/2019/NĐ-CP,04/2017/QH14;80/2021/NĐ-CP,56/2009/NĐ-CP;55/2019/NĐ-CP,04/2017/QH14|Điều 4;80/2021/NĐ-CP|Điều 10;80/2021/NĐ-CP|Điều 5;56/2009/NĐ-CP|Điều 3;55/2019/NĐ-CP|Điều 9,,
955,1,1,,,,,,
956,2,2,45/2019/QH14,45/2019/QH14,,45/2019/QH14|Điều 108,,
957,2,2,68/2014/QH13;70-HĐBT,68/2014/QH13;70-HĐBT,,68/2014/QH13|Điều 13,,
958,2,2,104/2016/QH13;84/2015/QH13,104/2016/QH13;84/2015/QH13,,104/2016/QH13|Điều 11;84/2015/QH13|Điều 12,,
959,1,2,45/2019/QH14,,45/2019/QH14,45/2019/QH14|Điều 197;45/2019/QH14|Điều 196,,
960,2,3,55/2013/NĐ-CP,55/2013/NĐ-CP,,55/2013/NĐ-CP|Điều 14,,
961,5,7,10/2012/QH13;35-L/CTN,,10/2012/QH13;35-L/CTN,10/2012/QH13|Điều 155;10/2012/QH13|Điều 156;35-L/CTN|Điều 115;125/VBHN-VPQH|Điều 137,,
962,3,4,33/2005/QH11;71/2014/NĐ-CP,33/2005/QH11,71/2014/NĐ-CP,50/2005/QH11|Điều 130;33/2005/QH11|Điều 751;71/2014/NĐ-CP|Điều 28,,
963,2,3,07/VBHN-VPQH,,07/VBHN-VPQH,07/VBHN-VPQH|Điều 73,,
964,1,1,,,,,,
965,1,1,,,,07/2022/QH15|Điều 50,,
966,5,7,45/2019/QH14;152/1999/NĐ-CP;152/2020/NĐ-CP;10/2012/QH13;09/1997/LĐTBXH-TT,45/2019/QH14;152/2020/NĐ-CP;09/1997/LĐTBXH-TT,152/1999/NĐ-CP;10/2012/QH13,45/2019/QH14|Điều 154;45/2019/QH14|Điều 151;152/1999/NĐ-CP|Điều 14;152/1999/NĐ-CP|Điều 13;152/2020/NĐ-CP|Điều 18;152/2020/NĐ-CP|Điều 10;10/2012/QH13|Điều 172,,
967,3,3,07/2022/QH15;50/2005/QH11,07/2022/QH15;50/2005/QH11,,07/2022/QH15|Điều 96;50/2005/QH11|Điều 112,,
968,2,2,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 147;50/2005/QH11|Điều 145,,
969,2,2,11/VBHN-VPQH,11/VBHN-VPQH,,11/VBHN-VPQH|Điều 28,,
970,2,1,36/2005/QH11;kèm theo Nghị định 64/CP-1995,36/2005/QH11;kèm theo Nghị định 64/CP-1995,,36/2005/QH11|Điều 289,,03/TT-NH5-1996
971,2,1,theo Pháp lệnh HĐKT ngày 25/9/89 và Nghị định 17-HĐBT ngày 16/1/1990 thi hành Pháp lệnh hợp đồng kinh tế,theo Pháp lệnh HĐKT ngày 25/9/89 và Nghị định 17-HĐBT ngày 16/1/1990 thi hành Pháp lệnh hợp đồng kinh tế,,,,16/1/1990;25/9/89
972,1,1,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 276,,
973,2,3,,,,,,
974,2,2,,,,,,
975,2,3,50/2005/QH11;07/2022/QH15,50/2005/QH11;07/2022/QH15,,50/2005/QH11|Điều 194;50/2005/QH11|Điều 196;07/2022/QH15|Điều 165,,
976,2,3,04/2017/QH14,04/2017/QH14,,04/2017/QH14|Điều 20,,
977,6,6,78/2006/QH11;29/VBHN-VPQH;09/VBHN-VPQH;59/2007/TT-BTC;15/VBHN-BTC,29/VBHN-VPQH;09/VBHN-VPQH;15/VBHN-BTC,78/2006/QH11;59/2007/TT-BTC,78/2006/QH11|Điều 60;29/VBHN-VPQH|Điều 72;29/VBHN-VPQH|Điều 67;09/VBHN-VPQH|Điều 60;15/VBHN-BTC|Điều 41,,
978,1,1,45/2019/QH14,,45/2019/QH14,45/2019/QH14|Điều 137,,
979,2,1,18/VBHN-VPQH,18/VBHN-VPQH,,18/VBHN-VPQH|Điều 25,,116/2003/NĐ-CP
980,3,3,99/2020/TT-BTC,,99/2020/TT-BTC,38/2018/NĐ-CP|Điều 19;99/2020/TT-BTC|Điều 26,,
981,2,1,104-TT/PC;93-CP,93-CP,104-TT/PC,,,
982,1,1,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 214,,
983,1,2,20/VBHN-VPQH,20/VBHN-VPQH,,20/VBHN-VPQH|Điều 140;20/VBHN-VPQH|Điều 138,,
984,9,9,59/2020/QH14;43/2010/NĐ-CP;168/2025/NĐ-CP;78/2015/NĐ-CP;902/VBHN-BKHĐT;5019/VBHN-BKHĐT;109/2004/NĐ-CP;88/2006/NĐ-CP,59/2020/QH14;43/2010/NĐ-CP;168/2025/NĐ-CP;78/2015/NĐ-CP;902/VBHN-BKHĐT;5019/VBHN-BKHĐT,109/2004/NĐ-CP;88/2006/NĐ-CP,59/2020/QH14|Điều 24;43/2010/NĐ-CP|Điều 38;168/2025/NĐ-CP|Điều 43;78/2015/NĐ-CP|Điều 43;902/VBHN-BKHĐT|Điều 43;5019/VBHN-BKHĐT|Điều 38;109/2004/NĐ-CP|Điều 20;88/2006/NĐ-CP|Điều 29,,
985,3,4,13/1999/QH10;07/VBHN-BTC,13/1999/QH10,07/VBHN-BTC,13/1999/QH10|Điều 38;159/2020/NĐ-CP|Điều 33;07/VBHN-BTC|Điều 50,,
986,1,1,68/2014/QH13,68/2014/QH13,,68/2014/QH13|Điều 36,,
987,10,9,68/2014/QH13;52-L/CTN;13/1999/QH10;01/2018/NĐ-CP;59/2020/QH14;4-CP;02/2008/TT-NHNN;44-CP;17/2023/QH15;121/2012/TT-BTC,68/2014/QH13;52-L/CTN,13/1999/QH10;01/2018/NĐ-CP;59/2020/QH14;4-CP;02/2008/TT-NHNN;44-CP;17/2023/QH15;121/2012/TT-BTC,68/2014/QH13|Điều 153;52-L/CTN|Điều 13;13/1999/QH10|Điều 82;01/2018/NĐ-CP|Điều 27;59/2020/QH14|Điều 157;4-CP|Điều 16;44-CP|Điều 14;17/2023/QH15|Điều 65;121/2012/TT-BTC|Điều 27,,
988,5,7,15/2019/TT-BTC;147/2014/TT-BTC;45/2018/TT-NHNN,15/2019/TT-BTC;147/2014/TT-BTC;45/2018/TT-NHNN,,34/2018/NĐ-CP|Điều 16;15/2019/TT-BTC|Điều 6;147/2014/TT-BTC|Điều 9;45/2018/TT-NHNN|Điều 4,,
989,2,1,,,,,,
990,2,2,50/2005/QH11;06/2001/NĐ-CP,50/2005/QH11;06/2001/NĐ-CP,,50/2005/QH11|Điều 97;06/2001/NĐ-CP|Điều 69,,
991,2,3,,,,04/2017/QH14|Điều 16,,
992,1,2,84/2015/QH13,84/2015/QH13,,84/2015/QH13|Điều 69;84/2015/QH13|Điều 45,,
993,7,6,06/CP;13/BYT-TT;13/2007/TT-BYT;19/2011/TT-BYT;02/2012/TT-BLĐTBXH;52/VBHN-VPQH,06/CP,13/BYT-TT;13/2007/TT-BYT;19/2011/TT-BYT;02/2012/TT-BLĐTBXH;52/VBHN-VPQH,06/CP|Điều 7;19/2011/TT-BYT|Điều 5;02/2012/TT-BLĐTBXH|Điều 30;52/VBHN-VPQH|Điều 152,,
994,2,2,74/2025/QH15,74/2025/QH15,,74/2025/QH15|Điều 24,,
995,2,1,60-TC/CĐKT,,60-TC/CĐKT,,,
996,2,2,91/2015/QH13;33/2005/QH11,,91/2015/QH13;33/2005/QH11,91/2015/QH13|Điều 344;33/2005/QH11|Điều 372,,
997,1,1,,,,,,
998,2,2,91/2015/QH13;44-L/CTN,44-L/CTN,91/2015/QH13,91/2015/QH13|Điều 500;44-L/CTN|Điều 716,,
999,3,4,91/2015/QH13;33/2005/QH11;17-HĐBT,,91/2015/QH13;33/2005/QH11;17-HĐBT,91/2015/QH13|Điều 140;33/2005/QH11|Điều 146;91/2015/QH13|Điều 143;17-HĐBT|Điều 6,,
1000,1,1,91/2015/QH13,,91/2015/QH13,91/2015/QH13|Điều 550,,
1001,1,1,,,,,,
1002,1,2,64-CP,,64-CP,,,
1003,2,2,,,,,,
1004,9,8,24/2000/TT-BTC;84/2008/TT-BTC;15/VBHN-BTC;15/VBHN-BTC;18/VBHN-BTC;123/2012/TT-BTC;11/VBHN-BTC,24/2000/TT-BTC;84/2008/TT-BTC;123/2012/TT-BTC;11/VBHN-BTC,15/VBHN-BTC;15/VBHN-BTC;18/VBHN-BTC,15/VBHN-BTC|Điều 58;15/VBHN-BTC|Điều 56;15/VBHN-BTC|Điều 46;18/VBHN-BTC|Điều 46;123/2012/TT-BTC|Điều 6;11/VBHN-BTC|Điều 6,,01/MGTH
1005,3,6,91/2015/QH13;44-L/CTN;33/2005/QH11,44-L/CTN;33/2005/QH11,91/2015/QH13,91/2015/QH13|Điều 536;44-L/CTN|Điều 545;33/2005/QH11|Điều 544;33/2005/QH11|Điều 539;91/2015/QH13|Điều 537;44-L/CTN|Điều 544,,
1006,2,2,,,,,,
1007,1,1,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 175,,
1008,1,2,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 114;36/2005/QH11|Điều 112,,
1009,8,10,68/2014/QH13;60/2005/QH11;13/1999/QH10;03/2000/NĐ-CP;116/2020/TT-BTC;99/2020/TT-BTC;95/2017/TT-BTC;121/2012/TT-BTC,68/2014/QH13;60/2005/QH11;13/1999/QH10,03/2000/NĐ-CP;116/2020/TT-BTC;99/2020/TT-BTC;95/2017/TT-BTC;121/2012/TT-BTC,68/2014/QH13|Điều 141;60/2005/QH11|Điều 102;13/1999/QH10|Điều 76;60/2005/QH11|Điều 97;03/2000/NĐ-CP|Điều 23;116/2020/TT-BTC|Điều 19;99/2020/TT-BTC|Điều 47;95/2017/TT-BTC|Điều 19;121/2012/TT-BTC|Điều 18;121/2012/TT-BTC|Điều 17,,
1010,4,5,04/2017/QH14;54/2019/TT-BTC,04/2017/QH14;54/2019/TT-BTC,,04/2017/QH14|Điều 14;54/2019/TT-BTC|Điều 2;54/2019/TT-BTC|Điều 9,,
1011,4,5,84/2015/QH13;35-L/CTN;113/2004/NĐ-CP,84/2015/QH13,35-L/CTN;113/2004/NĐ-CP,84/2015/QH13|Điều 16;84/2015/QH13|Điều 23;35-L/CTN|Điều 101;113/2004/NĐ-CP|Điều 22,,
1012,1,2,91/2015/QH13,,91/2015/QH13,91/2015/QH13|Điều 405;91/2015/QH13|Điều 406,,
1013,3,3,113/2004/NĐ-CP;28/2020/NĐ-CP,113/2004/NĐ-CP,28/2020/NĐ-CP,113/2004/NĐ-CP|Điều 20;28/2020/NĐ-CP|Điều 34,,
1014,1,2,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 128;36/2005/QH11|Điều 140,,
1015,4,6,04/2017/QH14;20/VBHN-VPQH,04/2017/QH14;20/VBHN-VPQH,,04/2017/QH14|Điều 18;38/2018/NĐ-CP|Điều 23;39/2019/NĐ-CP|Điều 23;20/VBHN-VPQH|Điều 18,,
1016,1,1,108/2025/QH15,108/2025/QH15,,108/2025/QH15|Điều 42,,
1017,1,2,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 113;50/2005/QH11|Điều 106,,
1018,2,2,,,,,,
1019,5,4,84/2015/QH13;31-TTg;35-L/CTN;22/2000/TT-BLĐTBXH,84/2015/QH13,31-TTg;35-L/CTN;22/2000/TT-BLĐTBXH,84/2015/QH13|Điều 53;35-L/CTN|Điều 143;35-L/CTN|Điều 146,,
1020,6,6,08/2001/TT-BKH;80/2012/TT-BTC;5019/VBHN-BKHĐT,,08/2001/TT-BKH;80/2012/TT-BTC;5019/VBHN-BKHĐT,80/2012/TT-BTC|Điều 11;5019/VBHN-BKHĐT|Điều 35;02/2000/NĐ-CP|Điều 12,,
1021,7,8,78/2015/NĐ-CP;88/2006/NĐ-CP;902/VBHN-BKHĐT;5019/VBHN-BKHĐT;13/1999/QH10,78/2015/NĐ-CP;902/VBHN-BKHĐT;5019/VBHN-BKHĐT,88/2006/NĐ-CP;13/1999/QH10,01/2021/NĐ-CP|Điều 52;78/2015/NĐ-CP|Điều 45;88/2006/NĐ-CP|Điều 33;01/2021/NĐ-CP|Điều 53;902/VBHN-BKHĐT|Điều 46;5019/VBHN-BKHĐT|Điều 43;13/1999/QH10|Điều 110,,
1022,3,3,,,,,,
1023,1,1,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 317,,
1024,2,3,04/2017/QH14,04/2017/QH14,,04/2017/QH14|Điều 16,,
1025,1,2,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 135;36/2005/QH11|Điều 137,,
1026,2,2,168/2025/NĐ-CP,,168/2025/NĐ-CP,168/2025/NĐ-CP|Điều 84,,
1027,1,1,,,,,,
1028,1,1,,,,,,
1029,1,1,35-L/CTN,,35-L/CTN,35-L/CTN|Điều 173,,
1030,7,6,47/2010/NĐ-CP;12/VBHN-VPQH;145/2020/NĐ-CP;05-TT/LB,,47/2010/NĐ-CP;12/VBHN-VPQH;145/2020/NĐ-CP;05-TT/LB,47/2010/NĐ-CP|Điều 13;12/VBHN-VPQH|Điều 155;145/2020/NĐ-CP|Điều 80,,
1031,1,1,,,,,,
1032,1,1,33/2005/QH11,,33/2005/QH11,33/2005/QH11|Điều 752,,
1033,3,4,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 204;11/VBHN-VPQH|Điều 28;17/2023/NĐ-CP|Điều 73,,
1034,2,4,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 78;50/2005/QH11|Điều 129;11/VBHN-VPQH|Điều 130,,
1035,4,6,42/2019/QH14;07/2022/QH15;50/2005/QH11;17/2023/NĐ-CP,42/2019/QH14;07/2022/QH15;50/2005/QH11;17/2023/NĐ-CP,,42/2019/QH14|Điều 2;07/2022/QH15|Điều 2;50/2005/QH11|Điều 216;17/2023/NĐ-CP|Điều 90;50/2005/QH11|Điều 218;17/2023/NĐ-CP|Điều 89,,
1036,5,6,43/2010/NĐ-CP;01/2013/TT-BKHĐT;01/2021/NĐ-CP;78/2015/NĐ-CP,43/2010/NĐ-CP;01/2013/TT-BKHĐT;01/2021/NĐ-CP;78/2015/NĐ-CP,,43/2010/NĐ-CP|Điều 42;01/2013/TT-BKHĐT|Điều 18;01/2021/NĐ-CP|Điều 53;78/2015/NĐ-CP|Điều 46,,
1037,6,5,45/2019/QH14;10/2012/QH13;04-LĐTBXH/TT;198-CP;21/2003/TT-BLĐTBXH,45/2019/QH14;04-LĐTBXH/TT;198-CP;21/2003/TT-BLĐTBXH,10/2012/QH13,45/2019/QH14|Điều 40;45/2019/QH14|Điều 41;10/2012/QH13|Điều 42;198-CP|Điều 10,,
1038,3,3,50/2005/QH11;07/2022/QH15;17/2023/NĐ-CP,50/2005/QH11;07/2022/QH15;17/2023/NĐ-CP,,50/2005/QH11|Điều 216;07/2022/QH15|Điều 214;17/2023/NĐ-CP|Điều 86,,
1039,2,3,50/2005/QH11;11/VBHN-VPQH,50/2005/QH11;11/VBHN-VPQH,,50/2005/QH11|Điều 110;11/VBHN-VPQH|Điều 110;11/VBHN-VPQH|Điều 114,,
1040,2,2,07/2022/QH15;50/2005/QH11,07/2022/QH15;50/2005/QH11,,07/2022/QH15|Điều 96;50/2005/QH11|Điều 112,,
1041,2,3,50/2005/QH11;44-L/CTN,50/2005/QH11,44-L/CTN,50/2005/QH11|Điều 91;50/2005/QH11|Điều 74;44-L/CTN|Điều 790,,
1042,1,1,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 289,,
1043,2,3,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 117;50/2005/QH11|Điều 103,,
1044,1,1,,,,,,
1045,1,1,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 191,,
1046,5,5,15/VBHN-BTC;125/2020/NĐ-CP,,15/VBHN-BTC;125/2020/NĐ-CP,126/2020/NĐ-CP|Điều 14;15/VBHN-BTC|Điều 34;125/2020/NĐ-CP|Điều 9,,
1047,3,6,133/2016/TT-BTC,,133/2016/TT-BTC,99/2025/TT-BTC|Điều 31;133/2016/TT-BTC|Điều 70;132/2018/TT-BTC|Điều 18;133/2016/TT-BTC|Điều 81,,174/2016/NĐ-CP
1048,3,3,80/2012/TT-BTC;28/2011/TT-BTC,,80/2012/TT-BTC;28/2011/TT-BTC,80/2012/TT-BTC|Điều 19;28/2011/TT-BTC|Điều 9,,
1049,2,1,,,,,,
1050,1,1,56/2024/QH15,,56/2024/QH15,56/2024/QH15|Điều 6,,
1051,3,2,63-LCT/HĐNN8;33/2005/QH11;theo Pháp lệnh HĐKT ngày 25/9/89 và Nghị định 17-HĐBT ngày 16/1/1990 thi hành Pháp lệnh hợp đồng kinh tế,63-LCT/HĐNN8,33/2005/QH11;theo Pháp lệnh HĐKT ngày 25/9/89 và Nghị định 17-HĐBT ngày 16/1/1990 thi hành Pháp lệnh hợp đồng kinh tế,63-LCT/HĐNN8|Điều 77;33/2005/QH11|Điều 630,,
1052,1,1,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 271,,
1053,2,3,,,,,,
1054,2,1,21-LĐ/TT;45/2019/QH14,,21-LĐ/TT;45/2019/QH14,45/2019/QH14|Điều 17,,
1055,5,5,28/2011/TT-BTC;19/VBHN-BTC,19/VBHN-BTC,28/2011/TT-BTC,18/VBHN-BTC|Điều 31;28/2011/TT-BTC|Điều 27;19/VBHN-BTC|Điều 31,,01/GHAN
1056,7,7,15/VBHN-BTC;28/2011/TT-BTC;18/VBHN-BTC;128/2013/TT-BTC;14/VBHN-BTC;15/VBHN-BTC,15/VBHN-BTC,28/2011/TT-BTC;18/VBHN-BTC;128/2013/TT-BTC;14/VBHN-BTC;15/VBHN-BTC,15/VBHN-BTC|Điều 25;28/2011/TT-BTC|Điều 28;18/VBHN-BTC|Điều 33;128/2013/TT-BTC|Điều 130;14/VBHN-BTC|Điều 33;15/VBHN-BTC|Điều 33,,126/2020/NĐ-CP
1057,2,3,,,,08/2020/TT-BKHĐT|Điều 3,,
1058,2,1,04-LĐTBXH/TT,,04-LĐTBXH/TT,,,
1059,2,2,,,,,,
1060,2,2,20/VBHN-VPQH;5/2023/TT-BNV,20/VBHN-VPQH,5/2023/TT-BNV,20/VBHN-VPQH|Điều 472;5/2023/TT-BNV|Điều 6,,
1061,2,3,59/2020/QH14,59/2020/QH14,,59/2020/QH14|Điều 56;59/2020/QH14|Điều 12,,
1062,2,4,45/2019/QH14;10/2012/QH13,45/2019/QH14,10/2012/QH13,45/2019/QH14|Điều 41;10/2012/QH13|Điều 40;45/2019/QH14|Điều 31;10/2012/QH13|Điều 33,,
1063,3,3,38/2013/QH13;74/2025/QH15,74/2025/QH15,38/2013/QH13,38/2013/QH13|Điều 47;74/2025/QH15|Điều 37,,
1064,1,1,06/2001/NĐ-CP,06/2001/NĐ-CP,,06/2001/NĐ-CP|Điều 1,,63/CP
1065,4,2,10/VBHN-BTC,,10/VBHN-BTC,10/VBHN-BTC|Điều 9,,
1066,2,1,125/2020/NĐ-CP,,125/2020/NĐ-CP,125/2020/NĐ-CP|Điều 2,,
1067,2,2,,,,,,
1068,4,3,52-TC/TCT;18/VBHN-BTC,,52-TC/TCT;18/VBHN-BTC,18/VBHN-BTC|Điều 58,,02/HT;03/HT;1/HT
1069,2,3,84/2015/QH13,84/2015/QH13,,84/2015/QH13|Điều 65,,
1070,1,1,,,,,,
1071,1,1,,,,,,
1072,2,2,,,,,,
1073,4,4,25-HĐBT;174/2015/TT-BTC,25-HĐBT;174/2015/TT-BTC,,174/2015/TT-BTC|Điều 56,,
1074,2,2,91/2015/QH13;68/2014/QH13,68/2014/QH13,91/2015/QH13,91/2015/QH13|Điều 136;68/2014/QH13|Điều 13,,
1075,1,1,,,,,,180/2004/NĐ-CP
1076,3,2,97-TC/TCT,97-TC/TCT,,15/VBHN-BTC|Điều 56,,01/MGTH
1077,3,4,33/2005/QH11;91/2015/QH13;44-L/CTN,33/2005/QH11,91/2015/QH13;44-L/CTN,33/2005/QH11|Điều 543;91/2015/QH13|Điều 538;33/2005/QH11|Điều 544;44-L/CTN|Điều 564,,
1078,6,9,60/2005/QH11;68/2014/QH13;13/1999/QH10;59/2020/QH14;95/2017/TT-BTC;121/2012/TT-BTC,68/2014/QH13;13/1999/QH10,60/2005/QH11;59/2020/QH14;95/2017/TT-BTC;121/2012/TT-BTC,60/2005/QH11|Điều 68;68/2014/QH13|Điều 153;13/1999/QH10|Điều 82;60/2005/QH11|Điều 97;68/2014/QH13|Điều 136;59/2020/QH14|Điều 160;95/2017/TT-BTC|Điều 18;121/2012/TT-BTC|Điều 17;13/1999/QH10|Điều 76,,
1079,1,1,,,,,,
1080,1,2,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 139;36/2005/QH11|Điều 128,,
1081,1,1,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 62,,
1082,2,2,139/2007/NĐ-CP,,139/2007/NĐ-CP,139/2007/NĐ-CP|Điều 16,,
1083,3,5,,,,03/VBHN-BTC|Điều 34;166/2013/TT-BTC|Điều 33,,
1084,6,7,68/2014/QH13;60/2005/QH11;13/1999/QH10;59/2020/QH14;67/VBHN-VPQH;19/2014/NĐ-CP,68/2014/QH13;13/1999/QH10,60/2005/QH11;59/2020/QH14;67/VBHN-VPQH;19/2014/NĐ-CP,68/2014/QH13|Điều 13;60/2005/QH11|Điều 22;13/1999/QH10|Điều 15;68/2014/QH13|Điều 15;59/2020/QH14|Điều 14;67/VBHN-VPQH|Điều 12;19/2014/NĐ-CP|Điều 7,,
1085,5,7,05/2019/TT-BKHĐT;80/2021/NĐ-CP,05/2019/TT-BKHĐT;80/2021/NĐ-CP,,05/2019/TT-BKHĐT|Điều 6;04/2017/QH14|Điều 23;80/2021/NĐ-CP|Điều 28;80/2021/NĐ-CP|Điều 14,,198/2025/QH15
1086,1,1,,,,,,
1087,2,2,91/2015/QH13;59/2005/QH11,59/2005/QH11,91/2015/QH13,91/2015/QH13|Điều 501;59/2005/QH11|Điều 23,,
1088,2,3,,,,,,
1089,2,4,133/2016/TT-BTC,133/2016/TT-BTC,,132/2018/TT-BTC|Điều 16;133/2016/TT-BTC|Điều 88;133/2016/TT-BTC|Điều 90,,
1090,2,2,108/2025/QH15,108/2025/QH15,,108/2025/QH15|Điều 7,,
1091,2,2,07/2022/QH15;50/2005/QH11,07/2022/QH15;50/2005/QH11,,07/2022/QH15|Điều 96;50/2005/QH11|Điều 117,,
1092,2,2,91/2025/QH15,91/2025/QH15,,91/2025/QH15|Điều 28,,
1093,4,6,07/2022/QH15;42/2019/QH14;11/VBHN-VPQH,07/2022/QH15;42/2019/QH14;11/VBHN-VPQH,,07/2022/QH15|Điều 2;07/2022/QH15|Điều 214;17/2023/NĐ-CP|Điều 90;42/2019/QH14|Điều 2;11/VBHN-VPQH|Điều 216,,
1094,1,1,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 294,,
1095,3,5,50/2005/QH11;07/2022/QH15;11/VBHN-VPQH,50/2005/QH11;07/2022/QH15;11/VBHN-VPQH,,50/2005/QH11|Điều 74;50/2005/QH11|Điều 63;07/2022/QH15|Điều 50;11/VBHN-VPQH|Điều 74;11/VBHN-VPQH|Điều 72,,
1096,2,2,108/2025/QH15,108/2025/QH15,,108/2025/QH15|Điều 49,,
1097,2,1,36/2005/QH11;theo Pháp lệnh HĐKT ngày 25/9/89 và Nghị định 17-HĐBT ngày 16/1/1990 thi hành Pháp lệnh hợp đồng kinh tế,36/2005/QH11;theo Pháp lệnh HĐKT ngày 25/9/89 và Nghị định 17-HĐBT ngày 16/1/1990 thi hành Pháp lệnh hợp đồng kinh tế,,36/2005/QH11|Điều 307,,
1098,4,5,39/2019/NĐ-CP;20/VBHN-VPQH;210/2025/NĐ-CP,39/2019/NĐ-CP;20/VBHN-VPQH;210/2025/NĐ-CP,,38/2018/NĐ-CP|Điều 22;39/2019/NĐ-CP|Điều 16;20/VBHN-VPQH|Điều 18;210/2025/NĐ-CP|Điều 1,,
1099,1,1,35-L/CTN,35-L/CTN,,,,
1100,1,1,35-L/CTN,35-L/CTN,,35-L/CTN|Điều 17,,
1101,1,1,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 135,,
1102,2,3,11/VBHN-VPQH;07/2022/QH15,11/VBHN-VPQH;07/2022/QH15,,11/VBHN-VPQH|Điều 110;11/VBHN-VPQH|Điều 114;07/2022/QH15|Điều 96,,
1103,1,1,,,,,,
1104,2,2,38/2013/QH13,,38/2013/QH13,38/2013/QH13|Điều 57,,
